Code,Code,county_and_state,county,state,Year,Labor Force,Employed,Unemployed,Unemployment_Rate_percent
18,159,"Tipton County, IN",Tipton County,IN,2015,"8,380","8,047",333,4
18,161,"Union County, IN",Union County,IN,2015,"3,560","3,402",158,4.4
18,163,"Vanderburgh County, IN",Vanderburgh County,IN,2015,"92,229","88,320","3,909",4.2
18,165,"Vermillion County, IN",Vermillion County,IN,2015,"7,224","6,713",511,7.1
18,167,"Vigo County, IN",Vigo County,IN,2015,"48,977","45,990","2,987",6.1
18,169,"Wabash County, IN",Wabash County,IN,2015,"15,385","14,653",732,4.8
18,171,"Warren County, IN",Warren County,IN,2015,"4,097","3,895",202,4.9
18,173,"Warrick County, IN",Warrick County,IN,2015,"31,751","30,469","1,282",4
18,175,"Washington County, IN",Washington County,IN,2015,"13,501","12,804",697,5.2
18,177,"Wayne County, IN",Wayne County,IN,2015,"30,641","29,022","1,619",5.3
18,179,"Wells County, IN",Wells County,IN,2015,"14,035","13,489",546,3.9
18,181,"White County, IN",White County,IN,2015,"13,609","13,059",550,4
18,183,"Whitley County, IN",Whitley County,IN,2015,"17,016","16,322",694,4.1
19,1,"Adair County, IA",Adair County,IA,2015,"4,224","4,089",135,3.2
19,3,"Adams County, IA",Adams County,IA,2015,"2,289","2,226",63,2.8
19,5,"Allamakee County, IA",Allamakee County,IA,2015,"7,697","7,325",372,4.8
19,7,"Appanoose County, IA",Appanoose County,IA,2015,"6,220","5,919",301,4.8
19,9,"Audubon County, IA",Audubon County,IA,2015,"3,237","3,110",127,3.9
19,11,"Benton County, IA",Benton County,IA,2015,"13,769","13,239",530,3.8
19,13,"Black Hawk County, IA",Black Hawk County,IA,2015,"70,483","67,292","3,191",4.5
19,15,"Boone County, IA",Boone County,IA,2015,"15,313","14,855",458,3
19,17,"Bremer County, IA",Bremer County,IA,2015,"13,969","13,483",486,3.5
19,19,"Buchanan County, IA",Buchanan County,IA,2015,"11,313","10,836",477,4.2
19,21,"Buena Vista County, IA",Buena Vista County,IA,2015,"11,582","11,163",419,3.6
19,23,"Butler County, IA",Butler County,IA,2015,"8,279","7,920",359,4.3
19,25,"Calhoun County, IA",Calhoun County,IA,2015,"4,455","4,265",190,4.3
19,27,"Carroll County, IA",Carroll County,IA,2015,"11,304","11,011",293,2.6
19,29,"Cass County, IA",Cass County,IA,2015,"7,457","7,189",268,3.6
19,31,"Cedar County, IA",Cedar County,IA,2015,"10,985","10,612",373,3.4
19,33,"Cerro Gordo County, IA",Cerro Gordo County,IA,2015,"23,007","22,107",900,3.9
19,35,"Cherokee County, IA",Cherokee County,IA,2015,"6,340","6,015",325,5.1
19,37,"Chickasaw County, IA",Chickasaw County,IA,2015,"6,455","6,167",288,4.5
19,39,"Clarke County, IA",Clarke County,IA,2015,"4,768","4,575",193,4
19,41,"Clay County, IA",Clay County,IA,2015,"8,850","8,533",317,3.6
19,43,"Clayton County, IA",Clayton County,IA,2015,"10,290","9,868",422,4.1
19,45,"Clinton County, IA",Clinton County,IA,2015,"24,428","23,219","1,209",4.9
19,47,"Crawford County, IA",Crawford County,IA,2015,"8,749","8,386",363,4.1
19,49,"Dallas County, IA",Dallas County,IA,2015,"43,682","42,443","1,239",2.8
19,51,"Davis County, IA",Davis County,IA,2015,"4,176","3,992",184,4.4
19,53,"Decatur County, IA",Decatur County,IA,2015,"4,429","4,285",144,3.3
19,55,"Delaware County, IA",Delaware County,IA,2015,"10,684","10,327",357,3.3
19,57,"Des Moines County, IA",Des Moines County,IA,2015,"20,514","19,555",959,4.7
19,59,"Dickinson County, IA",Dickinson County,IA,2015,"10,209","9,816",393,3.8
19,61,"Dubuque County, IA",Dubuque County,IA,2015,"55,719","53,699","2,020",3.6
19,63,"Emmet County, IA",Emmet County,IA,2015,"5,664","5,455",209,3.7
19,65,"Fayette County, IA",Fayette County,IA,2015,"10,812","10,327",485,4.5
19,67,"Floyd County, IA",Floyd County,IA,2015,"8,700","8,375",325,3.7
19,69,"Franklin County, IA",Franklin County,IA,2015,"5,958","5,760",198,3.3
19,71,"Fremont County, IA",Fremont County,IA,2015,"4,149","4,013",136,3.3
19,73,"Greene County, IA",Greene County,IA,2015,"5,570","5,376",194,3.5
19,75,"Grundy County, IA",Grundy County,IA,2015,"6,732","6,479",253,3.8
19,77,"Guthrie County, IA",Guthrie County,IA,2015,"5,622","5,412",210,3.7
19,79,"Hamilton County, IA",Hamilton County,IA,2015,"7,228","6,924",304,4.2
19,81,"Hancock County, IA",Hancock County,IA,2015,"6,367","6,196",171,2.7
19,83,"Hardin County, IA",Hardin County,IA,2015,"8,815","8,470",345,3.9
19,85,"Harrison County, IA",Harrison County,IA,2015,"7,538","7,285",253,3.4
19,87,"Henry County, IA",Henry County,IA,2015,"9,597","9,225",372,3.9
19,89,"Howard County, IA",Howard County,IA,2015,"5,376","5,185",191,3.6
19,91,"Humboldt County, IA",Humboldt County,IA,2015,"5,343","5,167",176,3.3
19,93,"Ida County, IA",Ida County,IA,2015,"3,961","3,839",122,3.1
19,95,"Iowa County, IA",Iowa County,IA,2015,"10,383","10,022",361,3.5
19,97,"Jackson County, IA",Jackson County,IA,2015,"11,165","10,700",465,4.2
19,99,"Jasper County, IA",Jasper County,IA,2015,"19,105","18,371",734,3.8
19,101,"Jefferson County, IA",Jefferson County,IA,2015,"9,151","8,803",348,3.8
19,103,"Johnson County, IA",Johnson County,IA,2015,"83,898","81,684","2,214",2.6
19,105,"Jones County, IA",Jones County,IA,2015,"10,781","10,335",446,4.1
19,107,"Keokuk County, IA",Keokuk County,IA,2015,"5,424","5,195",229,4.2
19,109,"Kossuth County, IA",Kossuth County,IA,2015,"8,835","8,585",250,2.8
19,111,"Lee County, IA",Lee County,IA,2015,"18,265","17,293",972,5.3
19,113,"Linn County, IA",Linn County,IA,2015,"120,196","115,687","4,509",3.8
19,115,"Louisa County, IA",Louisa County,IA,2015,"6,025","5,799",226,3.8
19,117,"Lucas County, IA",Lucas County,IA,2015,"4,402","4,248",154,3.5
19,119,"Lyon County, IA",Lyon County,IA,2015,"7,064","6,924",140,2
19,121,"Madison County, IA",Madison County,IA,2015,"8,235","7,916",319,3.9
19,123,"Mahaska County, IA",Mahaska County,IA,2015,"11,836","11,372",464,3.9
19,125,"Marion County, IA",Marion County,IA,2015,"17,435","16,870",565,3.2
19,127,"Marshall County, IA",Marshall County,IA,2015,"19,435","18,459",976,5
19,129,"Mills County, IA",Mills County,IA,2015,"7,425","7,125",300,4
19,131,"Mitchell County, IA",Mitchell County,IA,2015,"5,596","5,440",156,2.8
19,133,"Monona County, IA",Monona County,IA,2015,"4,762","4,555",207,4.3
19,135,"Monroe County, IA",Monroe County,IA,2015,"4,038","3,860",178,4.4
19,137,"Montgomery County, IA",Montgomery County,IA,2015,"5,171","4,989",182,3.5
19,139,"Muscatine County, IA",Muscatine County,IA,2015,"22,214","21,364",850,3.8
19,141,"O'Brien County, IA",O'Brien County,IA,2015,"8,432","8,196",236,2.8
19,143,"Osceola County, IA",Osceola County,IA,2015,"3,545","3,445",100,2.8
19,145,"Page County, IA",Page County,IA,2015,"6,570","6,301",269,4.1
19,147,"Palo Alto County, IA",Palo Alto County,IA,2015,"4,865","4,716",149,3.1
19,149,"Plymouth County, IA",Plymouth County,IA,2015,"14,793","14,380",413,2.8
19,151,"Pocahontas County, IA",Pocahontas County,IA,2015,"4,311","4,181",130,3
19,153,"Polk County, IA",Polk County,IA,2015,"255,669","246,352","9,317",3.6
19,155,"Pottawattamie County, IA",Pottawattamie County,IA,2015,"49,001","47,227","1,774",3.6
19,157,"Poweshiek County, IA",Poweshiek County,IA,2015,"10,510","10,134",376,3.6
19,159,"Ringgold County, IA",Ringgold County,IA,2015,"2,567","2,482",85,3.3
19,161,"Sac County, IA",Sac County,IA,2015,"5,642","5,456",186,3.3
19,163,"Scott County, IA",Scott County,IA,2015,"87,907","83,842","4,065",4.6
19,165,"Shelby County, IA",Shelby County,IA,2015,"7,020","6,821",199,2.8
19,167,"Sioux County, IA",Sioux County,IA,2015,"20,763","20,258",505,2.4
19,169,"Story County, IA",Story County,IA,2015,"57,440","56,019","1,421",2.5
19,171,"Tama County, IA",Tama County,IA,2015,"9,668","9,251",417,4.3
19,173,"Taylor County, IA",Taylor County,IA,2015,"3,240","3,138",102,3.1
19,175,"Union County, IA",Union County,IA,2015,"6,576","6,304",272,4.1
19,177,"Van Buren County, IA",Van Buren County,IA,2015,"3,841","3,687",154,4
19,179,"Wapello County, IA",Wapello County,IA,2015,"18,008","17,090",918,5.1
19,181,"Warren County, IA",Warren County,IA,2015,"26,711","25,805",906,3.4
19,183,"Washington County, IA",Washington County,IA,2015,"12,392","12,009",383,3.1
19,185,"Wayne County, IA",Wayne County,IA,2015,"2,850","2,739",111,3.9
19,187,"Webster County, IA",Webster County,IA,2015,"20,353","19,483",870,4.3
19,189,"Winnebago County, IA",Winnebago County,IA,2015,"5,170","4,967",203,3.9
19,191,"Winneshiek County, IA",Winneshiek County,IA,2015,"12,229","11,785",444,3.6
19,193,"Woodbury County, IA",Woodbury County,IA,2015,"56,200","54,099","2,101",3.7
19,195,"Worth County, IA",Worth County,IA,2015,"4,228","4,061",167,3.9
19,197,"Wright County, IA",Wright County,IA,2015,"6,908","6,641",267,3.9
20,1,"Allen County, KS",Allen County,KS,2015,"6,623","6,284",339,5.1
20,3,"Anderson County, KS",Anderson County,KS,2015,"4,144","3,945",199,4.8
20,5,"Atchison County, KS",Atchison County,KS,2015,"7,490","7,031",459,6.1
20,7,"Barber County, KS",Barber County,KS,2015,"2,669","2,556",113,4.2
20,9,"Barton County, KS",Barton County,KS,2015,"14,629","14,013",616,4.2
20,11,"Bourbon County, KS",Bourbon County,KS,2015,"7,138","6,796",342,4.8
20,13,"Brown County, KS",Brown County,KS,2015,"5,370","5,156",214,4
20,15,"Butler County, KS",Butler County,KS,2015,"32,119","30,752","1,367",4.3
20,17,"Chase County, KS",Chase County,KS,2015,"1,255","1,210",45,3.6
20,19,"Chautauqua County, KS",Chautauqua County,KS,2015,"1,556","1,467",89,5.7
20,21,"Cherokee County, KS",Cherokee County,KS,2015,"10,441","9,978",463,4.4
20,23,"Cheyenne County, KS",Cheyenne County,KS,2015,"1,361","1,324",37,2.7
20,25,"Clark County, KS",Clark County,KS,2015,"1,162","1,134",28,2.4
20,27,"Clay County, KS",Clay County,KS,2015,"4,128","3,951",177,4.3
20,29,"Cloud County, KS",Cloud County,KS,2015,"4,323","4,159",164,3.8
20,31,"Coffey County, KS",Coffey County,KS,2015,"4,753","4,482",271,5.7
20,33,"Comanche County, KS",Comanche County,KS,2015,994,961,33,3.3
20,35,"Cowley County, KS",Cowley County,KS,2015,"17,088","16,307",781,4.6
20,37,"Crawford County, KS",Crawford County,KS,2015,"18,978","18,012",966,5.1
20,39,"Decatur County, KS",Decatur County,KS,2015,"1,354","1,305",49,3.6
20,41,"Dickinson County, KS",Dickinson County,KS,2015,"9,545","9,052",493,5.2
20,43,"Doniphan County, KS",Doniphan County,KS,2015,"4,330","4,143",187,4.3
20,45,"Douglas County, KS",Douglas County,KS,2015,"64,936","62,542","2,394",3.7
20,47,"Edwards County, KS",Edwards County,KS,2015,"1,754","1,701",53,3
20,49,"Elk County, KS",Elk County,KS,2015,"1,283","1,222",61,4.8
20,51,"Ellis County, KS",Ellis County,KS,2015,"17,569","17,044",525,3
20,53,"Ellsworth County, KS",Ellsworth County,KS,2015,"2,946","2,838",108,3.7
20,55,"Finney County, KS",Finney County,KS,2015,"20,184","19,473",711,3.5
20,57,"Ford County, KS",Ford County,KS,2015,"18,110","17,495",615,3.4
20,59,"Franklin County, KS",Franklin County,KS,2015,"14,139","13,493",646,4.6
20,61,"Geary County, KS",Geary County,KS,2015,"12,142","11,391",751,6.2
20,63,"Gove County, KS",Gove County,KS,2015,"1,490","1,453",37,2.5
20,65,"Graham County, KS",Graham County,KS,2015,"1,276","1,225",51,4
20,67,"Grant County, KS",Grant County,KS,2015,"3,913","3,773",140,3.6
20,69,"Gray County, KS",Gray County,KS,2015,"3,610","3,527",83,2.3
20,71,"Greeley County, KS",Greeley County,KS,2015,937,917,20,2.1
20,73,"Greenwood County, KS",Greenwood County,KS,2015,"3,298","3,147",151,4.6
20,75,"Hamilton County, KS",Hamilton County,KS,2015,"1,657","1,624",33,2
20,77,"Harper County, KS",Harper County,KS,2015,"2,863","2,752",111,3.9
20,79,"Harvey County, KS",Harvey County,KS,2015,"17,254","16,582",672,3.9
20,81,"Haskell County, KS",Haskell County,KS,2015,"2,365","2,306",59,2.5
20,83,"Hodgeman County, KS",Hodgeman County,KS,2015,"1,030",998,32,3.1
20,85,"Jackson County, KS",Jackson County,KS,2015,"7,259","6,990",269,3.7
20,87,"Jefferson County, KS",Jefferson County,KS,2015,"10,214","9,787",427,4.2
20,89,"Jewell County, KS",Jewell County,KS,2015,"1,378","1,318",60,4.4
20,91,"Johnson County, KS",Johnson County,KS,2015,"325,565","314,557","11,008",3.4
20,93,"Kearny County, KS",Kearny County,KS,2015,"2,154","2,086",68,3.2
20,95,"Kingman County, KS",Kingman County,KS,2015,"3,659","3,500",159,4.3
20,97,"Kiowa County, KS",Kiowa County,KS,2015,"1,452","1,409",43,3
20,99,"Labette County, KS",Labette County,KS,2015,"10,782","10,164",618,5.7
20,101,"Lane County, KS",Lane County,KS,2015,880,851,29,3.3
20,103,"Leavenworth County, KS",Leavenworth County,KS,2015,"35,366","33,776","1,590",4.5
20,105,"Lincoln County, KS",Lincoln County,KS,2015,"1,802","1,740",62,3.4
20,107,"Linn County, KS",Linn County,KS,2015,"4,340","4,062",278,6.4
20,109,"Logan County, KS",Logan County,KS,2015,"1,760","1,717",43,2.4
20,111,"Lyon County, KS",Lyon County,KS,2015,"16,682","15,966",716,4.3
20,113,"McPherson County, KS",McPherson County,KS,2015,"17,228","16,714",514,3
20,115,"Marion County, KS",Marion County,KS,2015,"6,178","5,945",233,3.8
20,117,"Marshall County, KS",Marshall County,KS,2015,"5,751","5,583",168,2.9
20,119,"Meade County, KS",Meade County,KS,2015,"2,425","2,353",72,3
20,121,"Miami County, KS",Miami County,KS,2015,"16,802","16,075",727,4.3
20,123,"Mitchell County, KS",Mitchell County,KS,2015,"3,785","3,660",125,3.3
20,125,"Montgomery County, KS",Montgomery County,KS,2015,"16,619","15,548","1,071",6.4
20,127,"Morris County, KS",Morris County,KS,2015,"3,112","2,979",133,4.3
20,129,"Morton County, KS",Morton County,KS,2015,"1,439","1,379",60,4.2
20,131,"Nemaha County, KS",Nemaha County,KS,2015,"5,955","5,803",152,2.6
20,133,"Neosho County, KS",Neosho County,KS,2015,"6,285","5,818",467,7.4
20,135,"Ness County, KS",Ness County,KS,2015,"1,542","1,491",51,3.3
20,137,"Norton County, KS",Norton County,KS,2015,"2,957","2,884",73,2.5
20,139,"Osage County, KS",Osage County,KS,2015,"8,078","7,676",402,5
20,141,"Osborne County, KS",Osborne County,KS,2015,"2,096","2,023",73,3.5
20,143,"Ottawa County, KS",Ottawa County,KS,2015,"3,238","3,116",122,3.8
20,145,"Pawnee County, KS",Pawnee County,KS,2015,"3,316","3,193",123,3.7
20,147,"Phillips County, KS",Phillips County,KS,2015,"2,962","2,867",95,3.2
20,149,"Pottawatomie County, KS",Pottawatomie County,KS,2015,"11,987","11,550",437,3.6
20,151,"Pratt County, KS",Pratt County,KS,2015,"5,305","5,091",214,4
20,153,"Rawlins County, KS",Rawlins County,KS,2015,"1,539","1,504",35,2.3
20,155,"Reno County, KS",Reno County,KS,2015,"30,925","29,594","1,331",4.3
20,157,"Republic County, KS",Republic County,KS,2015,"2,597","2,526",71,2.7
20,159,"Rice County, KS",Rice County,KS,2015,"5,492","5,285",207,3.8
20,161,"Riley County, KS",Riley County,KS,2015,"35,727","34,508","1,219",3.4
20,163,"Rooks County, KS",Rooks County,KS,2015,"2,817","2,688",129,4.6
20,165,"Rush County, KS",Rush County,KS,2015,"1,800","1,737",63,3.5
20,167,"Russell County, KS",Russell County,KS,2015,"3,744","3,604",140,3.7
20,169,"Saline County, KS",Saline County,KS,2015,"30,954","29,791","1,163",3.8
20,171,"Scott County, KS",Scott County,KS,2015,"2,893","2,813",80,2.8
20,173,"Sedgwick County, KS",Sedgwick County,KS,2015,"247,439","235,654","11,785",4.8
20,175,"Seward County, KS",Seward County,KS,2015,"10,651","10,193",458,4.3
20,177,"Shawnee County, KS",Shawnee County,KS,2015,"91,478","87,603","3,875",4.2
20,179,"Sheridan County, KS",Sheridan County,KS,2015,"1,486","1,453",33,2.2
20,181,"Sherman County, KS",Sherman County,KS,2015,"3,099","3,009",90,2.9
20,183,"Smith County, KS",Smith County,KS,2015,"2,099","2,018",81,3.9
20,185,"Stafford County, KS",Stafford County,KS,2015,"2,189","2,101",88,4
20,187,"Stanton County, KS",Stanton County,KS,2015,"1,064","1,032",32,3
20,189,"Stevens County, KS",Stevens County,KS,2015,"3,187","3,068",119,3.7
20,191,"Sumner County, KS",Sumner County,KS,2015,"11,109","10,615",494,4.4
20,193,"Thomas County, KS",Thomas County,KS,2015,"4,427","4,310",117,2.6
20,195,"Trego County, KS",Trego County,KS,2015,"1,513","1,460",53,3.5
20,197,"Wabaunsee County, KS",Wabaunsee County,KS,2015,"3,742","3,598",144,3.8
20,199,"Wallace County, KS",Wallace County,KS,2015,879,855,24,2.7
20,201,"Washington County, KS",Washington County,KS,2015,"3,137","3,039",98,3.1
20,203,"Wichita County, KS",Wichita County,KS,2015,"1,258","1,221",37,2.9
20,205,"Wilson County, KS",Wilson County,KS,2015,"4,019","3,755",264,6.6
20,207,"Woodson County, KS",Woodson County,KS,2015,"1,615","1,534",81,5
20,209,"Wyandotte County, KS",Wyandotte County,KS,2015,"76,349","71,773","4,576",6
21,1,"Adair County, KY",Adair County,KY,2015,"7,219","6,707",512,7.1
21,3,"Allen County, KY",Allen County,KY,2015,"8,668","8,250",418,4.8
21,5,"Anderson County, KY",Anderson County,KY,2015,"11,339","10,877",462,4.1
21,7,"Ballard County, KY",Ballard County,KY,2015,"3,600","3,355",245,6.8
21,9,"Barren County, KY",Barren County,KY,2015,"18,429","17,486",943,5.1
21,11,"Bath County, KY",Bath County,KY,2015,"4,684","4,327",357,7.6
21,13,"Bell County, KY",Bell County,KY,2015,"8,719","7,979",740,8.5
21,15,"Boone County, KY",Boone County,KY,2015,"65,619","62,983","2,636",4
21,17,"Bourbon County, KY",Bourbon County,KY,2015,"9,742","9,288",454,4.7
21,19,"Boyd County, KY",Boyd County,KY,2015,"18,300","17,058","1,242",6.8
21,21,"Boyle County, KY",Boyle County,KY,2015,"12,015","11,358",657,5.5
21,23,"Bracken County, KY",Bracken County,KY,2015,"3,723","3,492",231,6.2
21,25,"Breathitt County, KY",Breathitt County,KY,2015,"3,814","3,443",371,9.7
21,27,"Breckinridge County, KY",Breckinridge County,KY,2015,"7,651","7,185",466,6.1
21,29,"Bullitt County, KY",Bullitt County,KY,2015,"39,420","37,652","1,768",4.5
21,31,"Butler County, KY",Butler County,KY,2015,"5,092","4,795",297,5.8
21,33,"Caldwell County, KY",Caldwell County,KY,2015,"5,299","5,006",293,5.5
21,35,"Calloway County, KY",Calloway County,KY,2015,"18,544","17,693",851,4.6
21,37,"Campbell County, KY",Campbell County,KY,2015,"47,793","45,840","1,953",4.1
21,39,"Carlisle County, KY",Carlisle County,KY,2015,"2,226","2,096",130,5.8
21,41,"Carroll County, KY",Carroll County,KY,2015,"5,007","4,733",274,5.5
21,43,"Carter County, KY",Carter County,KY,2015,"9,929","8,937",992,10
21,45,"Casey County, KY",Casey County,KY,2015,"6,504","6,133",371,5.7
21,47,"Christian County, KY",Christian County,KY,2015,"24,932","23,368","1,564",6.3
21,49,"Clark County, KY",Clark County,KY,2015,"16,870","16,002",868,5.1
21,51,"Clay County, KY",Clay County,KY,2015,"5,282","4,775",507,9.6
21,53,"Clinton County, KY",Clinton County,KY,2015,"3,791","3,477",314,8.3
21,55,"Crittenden County, KY",Crittenden County,KY,2015,"3,717","3,513",204,5.5
21,57,"Cumberland County, KY",Cumberland County,KY,2015,"2,866","2,696",170,5.9
21,59,"Daviess County, KY",Daviess County,KY,2015,"45,598","43,527","2,071",4.5
21,61,"Edmonson County, KY",Edmonson County,KY,2015,"4,680","4,355",325,6.9
21,63,"Elliott County, KY",Elliott County,KY,2015,"2,036","1,829",207,10.2
21,65,"Estill County, KY",Estill County,KY,2015,"5,192","4,874",318,6.1
21,67,"Fayette County, KY",Fayette County,KY,2015,"167,924","161,561","6,363",3.8
21,69,"Fleming County, KY",Fleming County,KY,2015,"6,071","5,691",380,6.3
21,71,"Floyd County, KY",Floyd County,KY,2015,"11,551","10,468","1,083",9.4
21,73,"Franklin County, KY",Franklin County,KY,2015,"24,316","23,294","1,022",4.2
21,75,"Fulton County, KY",Fulton County,KY,2015,"2,062","1,905",157,7.6
21,77,"Gallatin County, KY",Gallatin County,KY,2015,"3,842","3,646",196,5.1
21,79,"Garrard County, KY",Garrard County,KY,2015,"7,492","7,109",383,5.1
21,81,"Grant County, KY",Grant County,KY,2015,"11,085","10,503",582,5.3
21,83,"Graves County, KY",Graves County,KY,2015,"15,113","14,184",929,6.1
21,85,"Grayson County, KY",Grayson County,KY,2015,"10,502","9,804",698,6.6
21,87,"Green County, KY",Green County,KY,2015,"4,963","4,701",262,5.3
21,89,"Greenup County, KY",Greenup County,KY,2015,"13,737","12,703","1,034",7.5
21,91,"Hancock County, KY",Hancock County,KY,2015,"3,888","3,697",191,4.9
21,93,"Hardin County, KY",Hardin County,KY,2015,"46,591","44,310","2,281",4.9
21,95,"Harlan County, KY",Harlan County,KY,2015,"6,985","6,107",878,12.6
21,97,"Harrison County, KY",Harrison County,KY,2015,"8,321","7,939",382,4.6
21,99,"Hart County, KY",Hart County,KY,2015,"7,665","7,275",390,5.1
21,101,"Henderson County, KY",Henderson County,KY,2015,"21,415","20,394","1,021",4.8
21,103,"Henry County, KY",Henry County,KY,2015,"7,660","7,309",351,4.6
21,105,"Hickman County, KY",Hickman County,KY,2015,"1,926","1,810",116,6
21,107,"Hopkins County, KY",Hopkins County,KY,2015,"19,114","18,028","1,086",5.7
21,109,"Jackson County, KY",Jackson County,KY,2015,"4,188","3,818",370,8.8
21,111,"Jefferson County, KY",Jefferson County,KY,2015,"377,461","359,625","17,836",4.7
21,113,"Jessamine County, KY",Jessamine County,KY,2015,"25,263","24,218","1,045",4.1
21,115,"Johnson County, KY",Johnson County,KY,2015,"7,158","6,531",627,8.8
21,117,"Kenton County, KY",Kenton County,KY,2015,"83,262","79,629","3,633",4.4
21,119,"Knott County, KY",Knott County,KY,2015,"4,709","4,232",477,10.1
21,121,"Knox County, KY",Knox County,KY,2015,"9,730","8,940",790,8.1
21,123,"Larue County, KY",Larue County,KY,2015,"5,858","5,563",295,5
21,125,"Laurel County, KY",Laurel County,KY,2015,"23,379","21,933","1,446",6.2
21,127,"Lawrence County, KY",Lawrence County,KY,2015,"4,969","4,499",470,9.5
21,129,"Lee County, KY",Lee County,KY,2015,"1,974","1,804",170,8.6
21,131,"Leslie County, KY",Leslie County,KY,2015,"2,867","2,550",317,11.1
21,133,"Letcher County, KY",Letcher County,KY,2015,"6,603","5,843",760,11.5
21,135,"Lewis County, KY",Lewis County,KY,2015,"4,789","4,368",421,8.8
21,137,"Lincoln County, KY",Lincoln County,KY,2015,"9,031","8,428",603,6.7
21,139,"Livingston County, KY",Livingston County,KY,2015,"3,678","3,416",262,7.1
21,141,"Logan County, KY",Logan County,KY,2015,"11,448","10,903",545,4.8
21,143,"Lyon County, KY",Lyon County,KY,2015,"2,864","2,701",163,5.7
21,145,"McCracken County, KY",McCracken County,KY,2015,"28,732","27,102","1,630",5.7
21,147,"McCreary County, KY",McCreary County,KY,2015,"4,633","4,243",390,8.4
21,149,"McLean County, KY",McLean County,KY,2015,"4,255","4,049",206,4.8
21,151,"Madison County, KY",Madison County,KY,2015,"45,192","43,268","1,924",4.3
21,153,"Magoffin County, KY",Magoffin County,KY,2015,"3,322","2,803",519,15.6
21,155,"Marion County, KY",Marion County,KY,2015,"9,118","8,674",444,4.9
21,157,"Marshall County, KY",Marshall County,KY,2015,"14,807","13,986",821,5.5
21,159,"Martin County, KY",Martin County,KY,2015,"3,085","2,779",306,9.9
21,161,"Mason County, KY",Mason County,KY,2015,"7,286","6,842",444,6.1
21,163,"Meade County, KY",Meade County,KY,2015,"11,785","11,136",649,5.5
21,165,"Menifee County, KY",Menifee County,KY,2015,"2,353","2,152",201,8.5
21,167,"Mercer County, KY",Mercer County,KY,2015,"9,675","9,192",483,5
21,169,"Metcalfe County, KY",Metcalfe County,KY,2015,"4,020","3,813",207,5.1
21,171,"Monroe County, KY",Monroe County,KY,2015,"4,491","4,295",196,4.4
21,173,"Montgomery County, KY",Montgomery County,KY,2015,"11,705","10,943",762,6.5
21,175,"Morgan County, KY",Morgan County,KY,2015,"4,405","4,042",363,8.2
21,177,"Muhlenberg County, KY",Muhlenberg County,KY,2015,"11,503","10,677",826,7.2
21,179,"Nelson County, KY",Nelson County,KY,2015,"21,016","19,963","1,053",5
21,181,"Nicholas County, KY",Nicholas County,KY,2015,"3,175","2,978",197,6.2
21,183,"Ohio County, KY",Ohio County,KY,2015,"9,307","8,720",587,6.3
21,185,"Oldham County, KY",Oldham County,KY,2015,"30,938","29,747","1,191",3.8
21,187,"Owen County, KY",Owen County,KY,2015,"5,370","5,150",220,4.1
21,189,"Owsley County, KY",Owsley County,KY,2015,"1,137","1,023",114,10
21,191,"Pendleton County, KY",Pendleton County,KY,2015,"6,672","6,321",351,5.3
21,193,"Perry County, KY",Perry County,KY,2015,"8,799","8,007",792,9
21,195,"Pike County, KY",Pike County,KY,2015,"20,842","18,924","1,918",9.2
21,197,"Powell County, KY",Powell County,KY,2015,"4,857","4,516",341,7
21,199,"Pulaski County, KY",Pulaski County,KY,2015,"25,444","23,956","1,488",5.8
21,201,"Robertson County, KY",Robertson County,KY,2015,781,730,51,6.5
21,203,"Rockcastle County, KY",Rockcastle County,KY,2015,"6,872","6,438",434,6.3
21,205,"Rowan County, KY",Rowan County,KY,2015,"10,290","9,685",605,5.9
21,207,"Russell County, KY",Russell County,KY,2015,"6,140","5,425",715,11.6
21,209,"Scott County, KY",Scott County,KY,2015,"26,918","25,868","1,050",3.9
21,211,"Shelby County, KY",Shelby County,KY,2015,"22,897","21,987",910,4
21,213,"Simpson County, KY",Simpson County,KY,2015,"8,322","7,928",394,4.7
21,215,"Spencer County, KY",Spencer County,KY,2015,"9,258","8,867",391,4.2
21,217,"Taylor County, KY",Taylor County,KY,2015,"11,773","11,072",701,6
21,219,"Todd County, KY",Todd County,KY,2015,"5,230","4,980",250,4.8
21,221,"Trigg County, KY",Trigg County,KY,2015,"5,724","5,401",323,5.6
21,223,"Trimble County, KY",Trimble County,KY,2015,"3,841","3,627",214,5.6
21,225,"Union County, KY",Union County,KY,2015,"6,126","5,716",410,6.7
21,227,"Warren County, KY",Warren County,KY,2015,"59,464","56,834","2,630",4.4
21,229,"Washington County, KY",Washington County,KY,2015,"5,954","5,691",263,4.4
21,231,"Wayne County, KY",Wayne County,KY,2015,"7,028","6,461",567,8.1
21,233,"Webster County, KY",Webster County,KY,2015,"5,958","5,650",308,5.2
21,235,"Whitley County, KY",Whitley County,KY,2015,"13,117","12,235",882,6.7
21,237,"Wolfe County, KY",Wolfe County,KY,2015,"1,908","1,716",192,10.1
21,239,"Woodford County, KY",Woodford County,KY,2015,"14,375","13,876",499,3.5
22,1,"Acadia Parish, LA",Acadia Parish,LA,2015,"25,710","23,962","1,748",6.8
22,3,"Allen Parish, LA",Allen Parish,LA,2015,"8,788","8,181",607,6.9
22,5,"Ascension Parish, LA",Ascension Parish,LA,2015,"61,401","58,319","3,082",5
